"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
36525086,"From initial search","Neoplasm, malignant of overlapping lesion of breast","Condition","ICDO3","S"
36536755,"From initial search","Myeloid or lymphoid neoplasm with FGFR1 abnormalities of breast, NOS","Condition","ICDO3","S"
3169250,"From initial search","Nottingham glandular differentiation score of malignant neoplasm of breast neoplasm","Observation","Nebraska Lexicon","S"
3187111,"From initial search","Nottingham nuclear pleomorphism score of primary malignant neoplasm of breast","Observation","Nebraska Lexicon","S"
36684821,"From initial search","Primary malignant neoplasm of central portion of female right breast","Condition","SNOMED","S"
37208038,"From initial search","Neoplasm of uncertain behavior of right breast","Condition","SNOMED","S"
765123,"From initial search","Primary malignant neoplasm of female right breast","Condition","SNOMED","S"
441513,"From initial search","Primary malignant neoplasm of axillary tail of breast","Condition","SNOMED","S"
4216891,"From initial search","Hormone receptor positive malignant neoplasm of breast","Condition","SNOMED","S"
37016439,"From initial search","Primary invasive malignant neoplasm of female breast","Condition","SNOMED","S"
36714924,"From initial search","Benign phyllodes neoplasm of breast","Condition","SNOMED","S"
44807962,"From initial search","Education about risk of malignant neoplasm of breast","Observation","SNOMED","S"
4246810,"From initial search","Primary malignant neoplasm of ectopic male breast tissue","Condition","SNOMED","S"
4314208,"From initial search","Neoplasm of uncertain behavior of axillary tail of female breast","Condition","SNOMED","S"
4313641,"From initial search","Neoplasm of uncertain behavior of male breast","Condition","SNOMED","S"
3190559,"From initial search","Nuclear grade of ductal carcinoma in situ in malignant neoplasm of breast","Observation","Nebraska Lexicon","S"
3188158,"From initial search","Status of skin ulceration in primary malignant neoplasm of breast","Observation","Nebraska Lexicon","S"
37156054,"From initial search","Qualitative distribution of primary malignant neoplasm of breast in excised breast specimen","Observation","SNOMED","S"
37157947,"From initial search","Intensity of stain of progesterone receptor in primary malignant neoplasm of breast by immunohistochemistry","Observation","SNOMED","S"
37172171,"From initial search","Malignant neoplasm of breast in remission","Condition","SNOMED","S"
36712737,"From initial search","Benign phyllodes neoplasm of right breast","Condition","SNOMED","S"
37310461,"From initial search","Borderline phyllodes neoplasm of right breast","Condition","SNOMED","S"
4130034,"From initial search","Neoplasm of nipple of female breast","Condition","SNOMED","S"
4131763,"From initial search","Neoplasm of upper outer quadrant of female breast","Condition","SNOMED","S"
4131765,"From initial search","Neoplasm of ectopic female breast tissue","Condition","SNOMED","S"
4130538,"From initial search","Neoplasm of nipple of male breast","Condition","SNOMED","S"
608905,"From initial search","Bilateral phyllodes neoplasm of breasts","Condition","SNOMED","S"
36528284,"From initial search","Myeloid or lymphoid neoplasm with PDGFRA rearrangement of upper-inner quadrant of breast","Condition","ICDO3","S"
36564647,"From initial search","Myeloid or lymphoid neoplasm with PDGFRA rearrangement of lower-outer quadrant of breast","Condition","ICDO3","S"
36547986,"From initial search","Myeloid or lymphoid neoplasm with FGFR1 abnormalities of axillary tail of breast","Condition","ICDO3","S"
37208047,"From initial search","Primary malignant neoplasm of left male breast","Condition","SNOMED","S"
4157447,"From initial search","Malignant neoplasm of male breast","Condition","SNOMED","S"
4162253,"From initial search","Primary malignant neoplasm of breast","Condition","SNOMED","S"
4188545,"From initial search","Primary malignant neoplasm of breast lower outer quadrant","Condition","SNOMED","S"
4160780,"From initial search","Malignant neoplasm of breast upper outer quadrant","Condition","SNOMED","S"
4243720,"From initial search","Benign neoplasm of upper inner quadrant of female breast","Condition","SNOMED","S"
135489,"From initial search","Primary malignant neoplasm of male breast","Condition","SNOMED","S"
4316608,"From initial search","Neoplasm of uncertain behavior of nipple of female breast","Condition","SNOMED","S"
3179038,"From initial search","Antatomic structures macroscopically invaded by excised malignant neoplasm of breast","Observation","Nebraska Lexicon","S"
3519133,"From initial search","Type of necrosis in ductal carcinoma in situ in jprimary malignant neoplasm of breast","Observation","Nebraska Lexicon","S"
3184185,"From initial search","Nottingham mitotic rate score of primary malignant neoplasm of breast","Observation","Nebraska Lexicon","S"
3175510,"From initial search","Status of presence of lobular carcinoma in situ in primary maligant neoplasm of breast","Observation","Nebraska Lexicon","S"
763933,"From initial search","At high risk for malignant neoplasm of breast","Observation","SNOMED","S"
4130536,"From initial search","Neoplasm of areola of female breast","Condition","SNOMED","S"
4130537,"From initial search","Neoplasm of male breast","Condition","SNOMED","S"
36712934,"From initial search","Primary malignant neoplasm of bilateral female breasts","Condition","SNOMED","S"
4091467,"From initial search","Malignant neoplasm of axillary tail of female breast","Condition","SNOMED","S"
36543871,"From initial search","Myeloid or lymphoid neoplasm with PDGFRA rearrangement of lower-inner quadrant of breast","Condition","ICDO3","S"
36553853,"From initial search","Myeloid or lymphoid neoplasm with PDGFRA rearrangement of upper-outer quadrant of breast","Condition","ICDO3","S"
36558474,"From initial search","Myeloid or lymphoid neoplasm with PDGFRA rearrangement of overlapping lesion of breast","Condition","ICDO3","S"
36560807,"From initial search","Myeloproliferative neoplasm, unclassifiable of overlapping lesion of breast","Condition","ICDO3","S"
3169202,"From initial search","Percent of treatment effect from neoadjuvant therapy on excised breast neoplasm","Observation","Nebraska Lexicon","S"
3186489,"From initial search","Histologic type of primary malignant neoplasm of breast","Observation","Nebraska Lexicon","S"
36684817,"From initial search","Primary malignant neoplasm of axillary tail of left female breast","Condition","SNOMED","S"
36684819,"From initial search","Primary malignant neoplasm of central portion of female left breast","Condition","SNOMED","S"
4155292,"From initial search","Malignant neoplasm of axillary tail of breast","Condition","SNOMED","S"
4242803,"From initial search","Benign neoplasm of male breast","Condition","SNOMED","S"
4243442,"From initial search","Benign neoplasm of nipple of female breast","Condition","SNOMED","S"
4241147,"From initial search","Benign neoplasm of lower outer quadrant of female breast","Condition","SNOMED","S"
4317133,"From initial search","Neoplasm of uncertain behavior of upper inner quadrant of female breast","Condition","SNOMED","S"
4313361,"From initial search","Neoplasm of uncertain behavior of areola of male breast","Condition","SNOMED","S"
602267,"From initial search","Histologic type of primary malignant neoplasm of breast","Observation","SNOMED","S"
619436,"From initial search","Nottingham grade of primary malignant neoplasm of breast","Observation","SNOMED","S"
37310462,"From initial search","Borderline phyllodes neoplasm of left breast","Condition","SNOMED","S"
4131767,"From initial search","Neoplasm of ectopic male breast tissue","Condition","SNOMED","S"
37209413,"From initial search","Benign neoplasm of right female breast","Condition","SNOMED","S"
4092511,"From initial search","Malignant neoplasm of central part of female breast","Condition","SNOMED","S"
4095740,"From initial search","Malignant neoplasm of lower-inner quadrant of female breast","Condition","SNOMED","S"
44505300,"From initial search","Neoplasm, benign of axillary tail of breast","Condition","ICDO3","S"
36531485,"From initial search","Myeloid or lymphoid neoplasm with FGFR1 abnormalities of upper-inner quadrant of breast","Condition","ICDO3","S"
36540021,"From initial search","Myeloproliferative neoplasm, unclassifiable of breast, NOS","Condition","ICDO3","S"
42514431,"From initial search","Neoplasm defined only by topography: Lower-outer quadrant of breast","Condition","ICDO3","S"
42514433,"From initial search","Neoplasm defined only by topography: Overlapping lesion of breast","Condition","ICDO3","S"
37208030,"From initial search","Neoplasm of uncertain behavior of left breast","Condition","SNOMED","S"
4157332,"From initial search","Malignant neoplasm of female breast","Condition","SNOMED","S"
4188544,"From initial search","Malignant neoplasm of breast lower inner quadrant","Condition","SNOMED","S"
4239877,"From initial search","Benign neoplasm of ectopic male breast tissue","Condition","SNOMED","S"
4239883,"From initial search","Benign neoplasm of female breast","Condition","SNOMED","S"
4242809,"From initial search","Benign neoplasm of nipple of male breast","Condition","SNOMED","S"
432845,"From initial search","Primary malignant neoplasm of central portion of female breast","Condition","SNOMED","S"
4246036,"From initial search","Primary malignant neoplasm of ectopic female breast tissue","Condition","SNOMED","S"
442126,"From initial search","Primary malignant neoplasm of nipple of male breast","Condition","SNOMED","S"
4247348,"From initial search","Primary malignant neoplasm of skin of breast","Condition","SNOMED","S"
4317552,"From initial search","Neoplasm of uncertain behavior of lower outer quadrant of female breast","Condition","SNOMED","S"
3176007,"From initial search","Percentage of cells with positive nuclear staining for KI-67 antigen in excised neoplasm of breast","Observation","Nebraska Lexicon","S"
